cow_id,breed,rumination_time,avg_lameness,estrus_sign,estrus_status,ax,ay,az,gx,gy,gz,step_count,health_status,label
cow_8,Normal Breed,422,3.99,none,not_in_estrus,-0.33,-0.46,0.21,-0.68,0.42,1.17,10,unhealthy,unhealthy_not_in_estrus
cow_2,Normal Breed,487,1.68,none,not_in_estrus,-1.42,-0.45,0.04,-1.25,-1.06,0.09,8,healthy,healthy_not_in_estrus
cow_17,Normal Breed,500,0.99,none,not_in_estrus,-0.03,-0.06,0.01,1.63,0.91,0.44,8,healthy,healthy_not_in_estrus
cow_1,Normal Breed,452,4.78,bellowing,in_estrus,-0.56,0.01,0.77,1.49,3.03,-8.07,39,unhealthy,unhealthy_in_estrus
cow_2,Cross Breed,461,1.51,bellowing,in_estrus,-1.46,-1.11,1.81,0.82,6.93,7.52,38,healthy,healthy_in_estrus
cow_6,Cross Breed,98,0.76,restless,in_estrus,-1.97,-0.46,0.51,3.67,-1.97,0.52,40,unhealthy,unhealthy_in_estrus
cow_16,Cross Breed,365,1.08,restless,in_estrus,-0.49,2.43,0.41,-5.05,0.75,2.06,29,healthy,healthy_in_estrus
cow_1,Cross Breed,479,1.07,none,not_in_estrus,-0.45,-0.04,-0.08,2.44,-0.23,-1.41,7,healthy,healthy_not_in_estrus
cow_8,Normal Breed,553,0.63,standing_mount,in_estrus,-0.11,-0.51,-2.72,3.58,3.95,-2.6,26,healthy,healthy_in_estrus
cow_15,Normal Breed,435,1.94,standing_mount,in_estrus,-1.26,-1.2,1.53,0.34,2.37,4.74,30,healthy,healthy_in_estrus
cow_12,Cross Breed,549,3.13,none,not_in_estrus,0.1,-0.8,-1.25,-0.77,0.62,-0.66,5,unhealthy,unhealthy_not_in_estrus
cow_7,Cross Breed,418,0.86,restless,in_estrus,-1.18,-0.58,1.21,2.39,-9.9,-1.14,22,healthy,healthy_in_estrus
cow_18,Normal Breed,534,1.7,standing_mount,in_estrus,2.26,-2.9,2.55,-2.86,5.46,5.05,25,healthy,healthy_in_estrus
cow_5,Normal Breed,552,0.67,mounting_others,in_estrus,1.11,-0.33,-0.99,3.57,-4.35,5.66,22,healthy,healthy_in_estrus
cow_7,Normal Breed,298,1.08,standing_mount,in_estrus,-0.15,1.12,-2.9,-3.83,-0.63,-0.17,38,unhealthy,unhealthy_in_estrus
cow_14,Cross Breed,352,1.96,bellowing,in_estrus,-0.73,4.63,0.07,-15.5,2.3,-1.8,24,healthy,healthy_in_estrus
cow_15,Normal Breed,144,0.98,none,not_in_estrus,0.03,0.06,-0.01,4.01,0.19,1.11,9,unhealthy,unhealthy_not_in_estrus
cow_14,Cross Breed,287,0.72,bellowing,in_estrus,0.16,-2.38,-0.5,-0.19,-10.29,3.73,23,unhealthy,unhealthy_in_estrus
cow_18,Cross Breed,422,1.77,none,not_in_estrus,0.33,-0.57,0.15,-0.32,1.7,1.36,9,healthy,healthy_not_in_estrus
cow_15,Normal Breed,451,4.71,bellowing,in_estrus,-0.25,-3.14,0.53,0.77,9.52,4.33,34,unhealthy,unhealthy_in_estrus
cow_6,Normal Breed,545,1.63,none,not_in_estrus,-0.68,0.53,0.64,0.93,1.46,-0.06,5,healthy,healthy_not_in_estrus
cow_8,Normal Breed,415,0.71,none,not_in_estrus,-0.21,0.88,0.27,-1.23,-0.58,-2.4,10,healthy,healthy_not_in_estrus
cow_19,Normal Breed,527,3.89,none,not_in_estrus,-0.47,0.03,-0.14,1.45,-0.9,0.61,7,unhealthy,unhealthy_not_in_estrus
cow_15,Normal Breed,444,3.36,none,not_in_estrus,0.51,0.23,0.64,-0.11,0.91,-0.22,5,unhealthy,unhealthy_not_in_estrus
cow_11,Normal Breed,235,0.84,restless,in_estrus,-2.18,-1.37,0.81,0.25,-2.05,-1.08,27,unhealthy,unhealthy_in_estrus
cow_17,Cross Breed,491,4.74,none,not_in_estrus,-0.48,1.14,0.17,-0.18,-0.94,-0.33,5,unhealthy,unhealthy_not_in_estrus
cow_2,Cross Breed,574,0.62,none,not_in_estrus,0.02,-0.01,-0.15,-0.83,-0.37,-0.93,5,healthy,healthy_not_in_estrus
cow_7,Cross Breed,367,0.87,bellowing,in_estrus,-0.54,0.65,0.6,-2.86,0.69,-1.11,21,healthy,healthy_in_estrus
cow_20,Normal Breed,429,3.01,bellowing,in_estrus,-1.53,-0.74,1.74,2.99,5.01,2.99,40,unhealthy,unhealthy_in_estrus
cow_13,Normal Breed,432,1.81,standing_mount,in_estrus,-1.15,-0.79,2.26,-1.66,1.83,-0.5,39,healthy,healthy_in_estrus
cow_7,Normal Breed,466,4.49,restless,in_estrus,2.68,1.91,-1.76,-3.52,2.95,3.95,24,unhealthy,unhealthy_in_estrus
cow_17,Normal Breed,411,4.42,none,not_in_estrus,-0.35,-0.19,-0.01,-1.49,0.63,2.05,6,unhealthy,unhealthy_not_in_estrus
cow_14,Normal Breed,483,3.91,none,not_in_estrus,0.04,-0.46,-0.15,-1.02,-0.74,-1.81,9,unhealthy,unhealthy_not_in_estrus
cow_15,Cross Breed,198,1.37,none,not_in_estrus,-1.1,-0.53,-0.04,-1.46,-2.1,-0.16,7,unhealthy,unhealthy_not_in_estrus
cow_12,Normal Breed,487,1.18,bellowing,in_estrus,-2.27,-2.94,1,-2.17,8.41,-1.63,30,healthy,healthy_in_estrus
cow_20,Cross Breed,489,4.62,none,not_in_estrus,0.42,-0.74,-0.14,-0.6,-0.64,2.81,10,unhealthy,unhealthy_not_in_estrus
cow_15,Normal Breed,445,0.71,restless,in_estrus,0.52,0.01,-1.36,-6.33,2.8,0.16,31,healthy,healthy_in_estrus
cow_9,Normal Breed,426,4.16,none,not_in_estrus,-0.2,0.41,-0.34,-1.59,2.62,1.83,5,unhealthy,unhealthy_not_in_estrus
cow_4,Cross Breed,547,4.41,none,not_in_estrus,0.23,0.05,0.42,0.02,-0.2,-0.58,6,unhealthy,unhealthy_not_in_estrus
cow_6,Normal Breed,364,1.6,standing_mount,in_estrus,-1.32,2.05,0.92,-1.73,-2.02,1.45,35,healthy,healthy_in_estrus
cow_20,Cross Breed,598,0.85,none,not_in_estrus,-0.95,-0.21,-0.4,0.39,-2.86,0.8,7,healthy,healthy_not_in_estrus
cow_9,Normal Breed,462,2.79,none,not_in_estrus,0.1,-0.6,1.13,0.73,2,0.09,9,unhealthy,unhealthy_not_in_estrus
cow_16,Cross Breed,336,1.05,none,not_in_estrus,-0.49,0.58,-0.08,2.11,0.59,2.53,6,unhealthy,unhealthy_not_in_estrus
cow_5,Normal Breed,419,2.51,none,not_in_estrus,-0.83,-0.47,-0.6,2.28,-1.22,-0.99,5,unhealthy,unhealthy_not_in_estrus
cow_19,Normal Breed,349,1.63,mounting_others,in_estrus,2.05,1.08,-2.54,8.15,-6.25,-2.97,29,unhealthy,unhealthy_in_estrus
cow_1,Cross Breed,116,0.59,mounting_others,in_estrus,-2.12,-0.4,0.09,-3.51,0.48,2.24,31,unhealthy,unhealthy_in_estrus
cow_4,Normal Breed,447,1.41,mounting_others,in_estrus,-0.53,2.69,0.08,4.47,-0.59,0.02,34,healthy,healthy_in_estrus
cow_11,Cross Breed,438,0.98,none,not_in_estrus,-0.69,0.65,-0.38,-0.35,-0.51,-2.24,6,healthy,healthy_not_in_estrus
cow_6,Cross Breed,403,1.8,none,not_in_estrus,0.61,0.05,0.5,-1.4,0.85,-0.12,7,healthy,healthy_not_in_estrus
cow_10,Cross Breed,136,0.71,none,not_in_estrus,0.32,0.44,0.71,2.11,-0.01,-0.43,7,unhealthy,unhealthy_not_in_estrus
cow_14,Normal Breed,505,2.12,standing_mount,in_estrus,-0.59,-0.44,1.87,-0.74,-2.96,3.77,38,unhealthy,unhealthy_in_estrus
cow_4,Cross Breed,580,4.58,none,not_in_estrus,0.36,0.27,0.41,-3.57,0.81,-0.97,10,unhealthy,unhealthy_not_in_estrus
cow_20,Normal Breed,533,1.48,mounting_others,in_estrus,0.49,0.64,-0.49,-3.89,-9.17,-3.91,26,healthy,healthy_in_estrus
cow_13,Normal Breed,438,1.97,none,not_in_estrus,0.06,0.24,0.11,1.8,0.33,1.03,6,healthy,healthy_not_in_estrus
cow_1,Cross Breed,599,3.41,none,not_in_estrus,-0.13,0.19,-0.27,2.53,-1.38,-1.13,6,unhealthy,unhealthy_not_in_estrus
cow_6,Normal Breed,273,0.55,mounting_others,in_estrus,-0.42,-1.94,-1.87,6.22,-0.54,-7.18,29,unhealthy,unhealthy_in_estrus
cow_3,Cross Breed,459,0.86,standing_mount,in_estrus,-0.39,0.8,2.6,-5.92,4.02,-3.47,30,healthy,healthy_in_estrus
cow_12,Cross Breed,473,0.85,bellowing,in_estrus,0.73,-0.04,-2.29,0.57,-1.16,3.65,29,healthy,healthy_in_estrus
cow_4,Normal Breed,584,1.78,none,not_in_estrus,-0.39,-0.13,0,-0.08,-1.66,0.79,5,healthy,healthy_not_in_estrus
cow_17,Normal Breed,481,1.34,none,not_in_estrus,-0.07,-0.14,1.12,1.62,-0.04,-0.22,9,healthy,healthy_not_in_estrus
cow_6,Normal Breed,421,0.63,none,not_in_estrus,-0.12,-0.23,-0.61,-1.83,-1.02,-0.38,6,healthy,healthy_not_in_estrus
cow_1,Cross Breed,556,3.95,none,not_in_estrus,-0.95,0.21,0.27,-2.29,1.1,0.05,8,unhealthy,unhealthy_not_in_estrus
cow_9,Normal Breed,524,1.46,mounting_others,in_estrus,0.9,1.71,-1.54,-2.04,3.08,-2.92,26,healthy,healthy_in_estrus
cow_4,Cross Breed,455,1.65,mounting_others,in_estrus,-2.52,1.91,1.54,0.71,8.64,-0.21,32,healthy,healthy_in_estrus
cow_13,Normal Breed,450,0.63,bellowing,in_estrus,-1.42,-0.02,1.39,0.87,0.38,2.84,22,healthy,healthy_in_estrus
cow_9,Normal Breed,600,2.51,none,not_in_estrus,-0.1,-0.62,0.92,-0.07,-2.43,-0.15,5,unhealthy,unhealthy_not_in_estrus
cow_1,Normal Breed,423,1.61,none,not_in_estrus,-1.1,0.15,-0.01,0.79,0.08,-0.47,9,healthy,healthy_not_in_estrus
cow_7,Cross Breed,545,1.3,none,not_in_estrus,-0.06,0.26,0.31,0.19,0.19,-0.14,9,healthy,healthy_not_in_estrus
cow_1,Cross Breed,477,2.47,restless,in_estrus,0.98,-1.2,0.37,0.66,2.51,-4.45,28,unhealthy,unhealthy_in_estrus
cow_19,Cross Breed,186,1.04,standing_mount,in_estrus,-1.95,0.13,-0.41,10.67,-2.69,-5.93,30,unhealthy,unhealthy_in_estrus
cow_9,Normal Breed,572,0.72,bellowing,in_estrus,0.04,0.14,-0.3,-4.61,5.9,-3.61,22,healthy,healthy_in_estrus
cow_4,Normal Breed,466,0.99,none,not_in_estrus,-0.96,-0.01,0.13,-1.58,0.94,0.05,7,healthy,healthy_not_in_estrus
cow_10,Cross Breed,91,1.88,restless,in_estrus,0.49,-0.27,-2.49,-6.08,6.21,0.88,20,unhealthy,unhealthy_in_estrus
cow_2,Normal Breed,273,1.96,none,not_in_estrus,0.02,-0.49,-0.19,-1.18,-2.01,1.89,10,unhealthy,unhealthy_not_in_estrus
cow_16,Normal Breed,311,0.97,restless,in_estrus,-1.18,2.93,-0.1,-4.11,-1.49,-8.2,37,unhealthy,unhealthy_in_estrus
cow_6,Cross Breed,411,0.75,none,not_in_estrus,-1.04,-0.84,0.3,0.1,2.81,0.06,5,healthy,healthy_not_in_estrus
cow_8,Cross Breed,245,0.54,none,not_in_estrus,0.24,-0.24,-0.05,0.58,1.72,1.2,9,unhealthy,unhealthy_not_in_estrus
cow_2,Cross Breed,486,1.91,bellowing,in_estrus,-2.74,-1.19,-0.47,0.71,0.93,-4.85,39,healthy,healthy_in_estrus
cow_11,Cross Breed,369,4.9,mounting_others,in_estrus,-0.46,1.48,3.27,-0.12,-2,-4.49,29,unhealthy,unhealthy_in_estrus
cow_9,Cross Breed,456,1.58,mounting_others,in_estrus,-2.96,-1.33,1.01,5.35,-11.55,0.78,28,healthy,healthy_in_estrus
cow_7,Normal Breed,261,1.75,standing_mount,in_estrus,-0.02,-1.52,-0.17,2.87,-8.95,0.65,35,unhealthy,unhealthy_in_estrus
cow_10,Normal Breed,105,1.83,none,not_in_estrus,0.1,-0.25,0.01,0.6,-1.34,-0.83,9,unhealthy,unhealthy_not_in_estrus
cow_12,Normal Breed,385,3.23,mounting_others,in_estrus,-0.25,-1.86,0.32,-0.86,3.16,-0.41,29,unhealthy,unhealthy_in_estrus
cow_13,Cross Breed,544,0.6,bellowing,in_estrus,2.5,1.41,-1.7,-0.15,3.26,-6.23,23,healthy,healthy_in_estrus
cow_7,Cross Breed,414,3.04,none,not_in_estrus,0.29,-1.3,0.5,-0.57,3.1,-1.87,10,unhealthy,unhealthy_not_in_estrus
cow_4,Normal Breed,527,0.66,none,not_in_estrus,1.04,0.15,-0.03,0.34,0.47,1.51,7,healthy,healthy_not_in_estrus
cow_12,Normal Breed,469,1.94,bellowing,in_estrus,-2.27,-0.27,-1.09,-9.9,-2.51,8.04,39,healthy,healthy_in_estrus
cow_6,Normal Breed,81,1.07,bellowing,in_estrus,0.67,-0.14,-0.18,2.1,0.32,-0.49,20,unhealthy,unhealthy_in_estrus
cow_19,Normal Breed,428,2.6,none,not_in_estrus,0.74,-0.72,-0.62,-0.6,2.39,0.51,8,unhealthy,unhealthy_not_in_estrus
cow_5,Normal Breed,502,3.82,none,not_in_estrus,0.92,-0.22,0.53,0.69,0.51,-1.81,10,unhealthy,unhealthy_not_in_estrus
cow_6,Normal Breed,471,1.8,mounting_others,in_estrus,-1.63,1.41,-0.59,9.1,-4.59,-0.09,36,healthy,healthy_in_estrus
cow_7,Normal Breed,563,4.14,bellowing,in_estrus,0.57,-2.59,0,2.08,0.29,-0.3,23,unhealthy,unhealthy_in_estrus
cow_1,Normal Breed,420,2.13,standing_mount,in_estrus,0.41,0.7,1.09,3.6,-2.46,8.13,30,unhealthy,unhealthy_in_estrus
cow_5,Normal Breed,302,0.62,none,not_in_estrus,-0.41,0.08,0.43,1.3,0.45,-1.51,10,unhealthy,unhealthy_not_in_estrus
cow_8,Normal Breed,557,0.97,none,not_in_estrus,0.75,0.53,0.04,1.27,1.06,-0.68,8,healthy,healthy_not_in_estrus
cow_7,Normal Breed,600,0.62,none,not_in_estrus,-0.91,0.3,0.59,0.19,1.85,0.47,9,healthy,healthy_not_in_estrus
cow_9,Normal Breed,255,1.73,none,not_in_estrus,-0.52,0.22,0.13,1.25,1.22,-2.12,6,unhealthy,unhealthy_not_in_estrus
cow_2,Normal Breed,215,0.78,restless,in_estrus,0,1.37,1.76,9.84,1.31,14.23,25,unhealthy,unhealthy_in_estrus
cow_16,Cross Breed,422,3.26,none,not_in_estrus,-0.05,-0.2,0.77,-1.41,0.57,2.92,6,unhealthy,unhealthy_not_in_estrus
cow_1,Normal Breed,528,4.58,none,not_in_estrus,-0.8,0.82,0.41,-1.18,-0.1,2.46,10,unhealthy,unhealthy_not_in_estrus
cow_16,Normal Breed,342,1.96,standing_mount,in_estrus,0.35,1.28,-3.14,2.57,-1.59,-4.26,37,unhealthy,unhealthy_in_estrus
cow_5,Normal Breed,491,3.76,none,not_in_estrus,0.29,0.05,0.39,0.76,1.25,0.41,5,unhealthy,unhealthy_not_in_estrus
cow_18,Normal Breed,323,0.51,none,not_in_estrus,0.38,0.35,-1.43,-2.04,-0.49,-0.83,5,unhealthy,unhealthy_not_in_estrus
cow_17,Cross Breed,391,1.91,standing_mount,in_estrus,1.42,-1.81,1.75,6.36,2.05,3.18,23,healthy,healthy_in_estrus
cow_6,Cross Breed,547,1.44,none,not_in_estrus,0.87,0.24,-0.27,0.48,1.79,-0.6,6,healthy,healthy_not_in_estrus
cow_14,Normal Breed,578,2.27,none,not_in_estrus,-0.34,1.13,0.31,0.41,0.02,-1.68,9,unhealthy,unhealthy_not_in_estrus
cow_10,Normal Breed,525,1.65,bellowing,in_estrus,1.67,1.41,0.23,3.43,0.74,-2.83,25,healthy,healthy_in_estrus
cow_3,Cross Breed,289,1.44,restless,in_estrus,-1.77,-0.92,-0.43,-6.83,6.62,-8.99,28,unhealthy,unhealthy_in_estrus
cow_4,Normal Breed,486,4.54,none,not_in_estrus,-0.35,0.82,-0.19,1.1,0.4,-3.12,5,unhealthy,unhealthy_not_in_estrus
cow_15,Normal Breed,395,0.59,mounting_others,in_estrus,-0.19,1.34,-0.3,-2.99,8.49,-9.41,40,healthy,healthy_in_estrus
cow_13,Cross Breed,80,1.79,bellowing,in_estrus,-1.15,0.83,-3.4,-2.86,2.9,3.35,30,unhealthy,unhealthy_in_estrus
cow_14,Normal Breed,129,1.66,none,not_in_estrus,-0.13,1.01,0.14,-0.71,0.4,1.16,5,unhealthy,unhealthy_not_in_estrus
cow_11,Normal Breed,501,1.64,bellowing,in_estrus,2.05,-1.01,1.42,-1.45,3.25,7.39,32,healthy,healthy_in_estrus
cow_13,Normal Breed,539,1.6,none,not_in_estrus,0.41,-0.03,-0.07,-1.52,0.27,-1.58,9,healthy,healthy_not_in_estrus
cow_8,Normal Breed,597,1.07,none,not_in_estrus,-0.16,0.46,0.05,-1.23,-3.17,-2.86,7,healthy,healthy_not_in_estrus
cow_1,Cross Breed,209,1.99,none,not_in_estrus,0.68,0.41,0.68,-2.14,-0.24,-1.96,10,unhealthy,unhealthy_not_in_estrus
cow_12,Normal Breed,519,4.49,none,not_in_estrus,-0.14,-0.46,-0.9,-2.06,0.39,0.9,5,unhealthy,unhealthy_not_in_estrus
cow_14,Cross Breed,523,1.11,none,not_in_estrus,-0.15,0.13,-0.77,-1.92,-1.21,0.41,5,healthy,healthy_not_in_estrus
cow_20,Cross Breed,450,2.97,none,not_in_estrus,0.72,0.34,0.64,-0.35,0.18,1.63,7,unhealthy,unhealthy_not_in_estrus
cow_14,Cross Breed,390,0.91,standing_mount,in_estrus,1.09,0.04,3.15,4.13,-3.58,-1.4,24,healthy,healthy_in_estrus
cow_15,Cross Breed,471,0.79,none,not_in_estrus,-0.29,0.39,0.05,-2.35,-0.99,0.91,6,healthy,healthy_not_in_estrus
cow_12,Normal Breed,339,1.38,none,not_in_estrus,0.4,0.17,-0.74,-0.1,-3.12,0.69,5,unhealthy,unhealthy_not_in_estrus
cow_2,Cross Breed,470,1.18,mounting_others,in_estrus,-2.7,0.98,3.21,-5.48,0.47,3.43,40,healthy,healthy_in_estrus
cow_13,Cross Breed,440,4.81,restless,in_estrus,3.09,-3.22,-0.88,1.98,13.01,14.29,20,unhealthy,unhealthy_in_estrus
cow_2,Normal Breed,368,0.72,restless,in_estrus,-0.72,2.43,-2.62,-1.61,8.8,-5.94,32,healthy,healthy_in_estrus
cow_20,Cross Breed,419,3.49,none,not_in_estrus,-0.5,-0.62,0.01,0.66,-2.35,0.18,8,unhealthy,unhealthy_not_in_estrus
cow_17,Cross Breed,392,0.89,bellowing,in_estrus,0.29,-5.58,-2.57,3.19,-3.53,3.58,26,healthy,healthy_in_estrus
cow_19,Normal Breed,324,1.42,bellowing,in_estrus,0.07,0.26,1.11,1.4,1.04,-1.51,20,unhealthy,unhealthy_in_estrus
cow_17,Normal Breed,474,2.96,mounting_others,in_estrus,1.86,1.51,-1.32,-4.99,1.76,4.26,39,unhealthy,unhealthy_in_estrus
cow_5,Cross Breed,516,4.5,mounting_others,in_estrus,1.42,0.1,0.91,-6.63,6.44,-9.64,33,unhealthy,unhealthy_in_estrus
cow_11,Cross Breed,487,1.8,none,not_in_estrus,-0.59,1.02,0.36,1.35,0.82,-0.49,9,healthy,healthy_not_in_estrus
cow_9,Cross Breed,594,4.55,none,not_in_estrus,0.78,0.42,0.79,2.5,-0.09,0.13,10,unhealthy,unhealthy_not_in_estrus
cow_10,Normal Breed,423,0.96,none,not_in_estrus,0.36,0.53,0.08,-1.33,-0.5,0.01,9,healthy,healthy_not_in_estrus
cow_17,Cross Breed,448,3.37,standing_mount,in_estrus,-0.16,-0.22,0.03,-1.78,2.2,-5.15,23,unhealthy,unhealthy_in_estrus
cow_4,Normal Breed,565,4.37,none,not_in_estrus,-0.02,-2.18,0.32,0.33,-1.34,-1.44,7,unhealthy,unhealthy_not_in_estrus
cow_5,Cross Breed,419,4.53,bellowing,in_estrus,2.54,-1.42,-0.38,-2.18,-3.22,3.3,29,unhealthy,unhealthy_in_estrus
cow_15,Cross Breed,384,1.39,standing_mount,in_estrus,0.67,-1.81,1.54,7.21,-3.46,2.28,38,healthy,healthy_in_estrus
cow_10,Normal Breed,473,2.99,mounting_others,in_estrus,-0.42,0.27,-1.02,-1.23,-4.35,-2.36,28,unhealthy,unhealthy_in_estrus
cow_8,Normal Breed,441,0.52,standing_mount,in_estrus,-0.5,-0.05,-0.52,1.89,1.19,-0.23,38,healthy,healthy_in_estrus
cow_4,Cross Breed,537,3.89,restless,in_estrus,-0.21,-0.96,-0.7,-2.52,-5.25,1.01,20,unhealthy,unhealthy_in_estrus
cow_20,Cross Breed,477,0.79,mounting_others,in_estrus,0.06,0.28,-1.07,3.29,-2.69,-2.4,39,healthy,healthy_in_estrus
cow_2,Normal Breed,433,1.07,none,not_in_estrus,-0.25,0.15,-0.56,0.46,0.53,-2.31,10,healthy,healthy_not_in_estrus
cow_14,Cross Breed,134,0.58,none,not_in_estrus,-0.06,-0.03,-0.24,-1.11,0.01,-1.25,7,unhealthy,unhealthy_not_in_estrus
cow_6,Normal Breed,298,1.54,none,not_in_estrus,-0.27,0.62,-0.6,2.38,1.64,0.19,7,unhealthy,unhealthy_not_in_estrus
cow_12,Cross Breed,360,0.93,bellowing,in_estrus,-0.23,2.29,2.13,0.58,-6.42,-13.47,33,healthy,healthy_in_estrus
cow_14,Normal Breed,405,1.63,none,not_in_estrus,-0.18,-0.08,-0.08,1.61,-1.77,2.27,7,healthy,healthy_not_in_estrus
cow_11,Normal Breed,92,1.25,bellowing,in_estrus,-0.25,0.59,0.63,-1.47,-4.52,-3.98,30,unhealthy,unhealthy_in_estrus
cow_5,Cross Breed,414,1.28,none,not_in_estrus,-0.52,-0.13,1.1,3.71,-0.47,1.31,9,healthy,healthy_not_in_estrus
cow_8,Cross Breed,461,1.08,none,not_in_estrus,-1.04,0.29,-0.3,-0.63,-1.11,0.13,5,healthy,healthy_not_in_estrus
cow_20,Cross Breed,589,4.25,none,not_in_estrus,0.12,-0.81,-0.3,0.67,-0.08,0.62,10,unhealthy,unhealthy_not_in_estrus
cow_20,Cross Breed,152,1.14,mounting_others,in_estrus,-1.31,-0.34,0.01,-3.12,-1.97,1.25,20,unhealthy,unhealthy_in_estrus
cow_6,Cross Breed,414,0.86,restless,in_estrus,-3.17,0.19,-0.63,-1.94,2.6,0.18,34,healthy,healthy_in_estrus
cow_20,Normal Breed,481,3.87,none,not_in_estrus,-0.57,0.26,-1.66,-2.64,-2.31,0.22,7,unhealthy,unhealthy_not_in_estrus
cow_18,Cross Breed,367,0.93,bellowing,in_estrus,0.7,1.62,1.64,-3.82,2.78,-1.68,21,healthy,healthy_in_estrus
cow_11,Normal Breed,415,0.92,none,not_in_estrus,-0.51,0.76,-0.15,-0.03,-0.38,-0.36,5,healthy,healthy_not_in_estrus
cow_11,Normal Breed,537,1.97,mounting_others,in_estrus,0.11,0.82,0.4,2.46,-3.07,5.26,35,healthy,healthy_in_estrus
cow_20,Cross Breed,81,1.88,restless,in_estrus,-2.23,0.21,2.21,-0.61,4.26,7.66,22,unhealthy,unhealthy_in_estrus
cow_1,Cross Breed,488,4.72,none,not_in_estrus,0.26,0.47,0.46,-1.1,-0.02,0.7,9,unhealthy,unhealthy_not_in_estrus
cow_5,Normal Breed,439,1.53,mounting_others,in_estrus,-1.03,-0.5,-0.31,1.72,5.58,-1.93,26,healthy,healthy_in_estrus
cow_2,Cross Breed,523,1.33,none,not_in_estrus,-0.43,0.74,-0.57,-1.71,0.48,1.56,5,healthy,healthy_not_in_estrus
cow_10,Cross Breed,217,1.99,none,not_in_estrus,-0.4,0.16,0.02,0.8,3.05,-0.27,8,unhealthy,unhealthy_not_in_estrus
cow_6,Cross Breed,514,4.02,none,not_in_estrus,0.68,-0.4,0.25,-1.63,1.37,-0.9,7,unhealthy,unhealthy_not_in_estrus
cow_11,Normal Breed,563,1.19,bellowing,in_estrus,-0.72,-0.97,1.54,-7.39,3.42,10.21,24,healthy,healthy_in_estrus
cow_10,Cross Breed,520,1.08,mounting_others,in_estrus,-0.69,0.84,-0.02,2.6,4.19,3.22,39,healthy,healthy_in_estrus
cow_13,Cross Breed,483,0.94,restless,in_estrus,1.03,0.14,-1.66,1.45,-1.99,1.21,39,healthy,healthy_in_estrus
cow_14,Normal Breed,157,1.37,standing_mount,in_estrus,-0.4,0.44,0.61,-2.65,-1.75,0.64,40,unhealthy,unhealthy_in_estrus
cow_9,Cross Breed,395,1.55,mounting_others,in_estrus,-0.36,1.68,-0.53,3.9,7.03,7.8,31,healthy,healthy_in_estrus
cow_8,Normal Breed,405,0.92,none,not_in_estrus,0.64,0.56,0.21,1.6,-1.25,0.21,7,healthy,healthy_not_in_estrus
cow_9,Cross Breed,480,0.78,none,not_in_estrus,-1.21,-0.2,-0.77,2.65,0.08,2.43,10,healthy,healthy_not_in_estrus
cow_19,Normal Breed,483,1.24,none,not_in_estrus,-1.01,-0.21,0.27,0,-1.53,0.05,8,healthy,healthy_not_in_estrus
cow_20,Normal Breed,168,1.08,none,not_in_estrus,0.2,0.48,-0.64,-0.68,-0.63,-1.25,5,unhealthy,unhealthy_not_in_estrus
cow_13,Normal Breed,402,1.1,restless,in_estrus,-1.74,-0.67,-2.86,1.24,-0.47,4.13,24,healthy,healthy_in_estrus
cow_7,Normal Breed,273,0.56,mounting_others,in_estrus,-1.04,0.48,-0.32,1.24,-0.99,-0.3,38,unhealthy,unhealthy_in_estrus
cow_16,Normal Breed,444,1.23,standing_mount,in_estrus,-0.14,-2.09,0.54,-3.11,-0.18,-2.61,35,healthy,healthy_in_estrus
cow_18,Normal Breed,375,0.88,bellowing,in_estrus,1.25,-2.18,0.97,-6.86,-0.18,2.37,38,healthy,healthy_in_estrus
cow_12,Cross Breed,429,2.75,none,not_in_estrus,0.21,-0.09,0.19,1.45,-2.8,-0.87,5,unhealthy,unhealthy_not_in_estrus
cow_7,Normal Breed,435,2.45,mounting_others,in_estrus,-0.44,-1.26,-0.32,-7.74,6.12,-5.75,36,unhealthy,unhealthy_in_estrus
cow_7,Normal Breed,253,1.57,none,not_in_estrus,0.71,0.53,-0.51,2.59,2.55,-1.46,7,unhealthy,unhealthy_not_in_estrus
cow_11,Cross Breed,248,1.07,none,not_in_estrus,0.66,-1.03,-0.12,-1.13,-0.49,-0.09,10,unhealthy,unhealthy_not_in_estrus
cow_8,Normal Breed,152,0.73,bellowing,in_estrus,2.13,-6.02,3.29,-4.57,1.63,5.44,34,unhealthy,unhealthy_in_estrus
cow_19,Normal Breed,186,1.63,restless,in_estrus,0.5,1.1,-0.43,-5.92,-0.17,3.21,37,unhealthy,unhealthy_in_estrus
cow_16,Cross Breed,542,3.92,none,not_in_estrus,-0.55,0.05,-0.17,0.58,1.54,-1.24,9,unhealthy,unhealthy_not_in_estrus
cow_2,Normal Breed,501,1.4,none,not_in_estrus,-0.87,-0.05,0.3,-1.6,-2.36,-0.7,9,healthy,healthy_not_in_estrus
cow_11,Cross Breed,529,1.52,mounting_others,in_estrus,-0.3,-1.15,-0.75,0.26,16.95,4.77,22,healthy,healthy_in_estrus
cow_6,Normal Breed,461,1.16,restless,in_estrus,-0.4,0.25,-0.32,-3.64,4.75,3.94,30,healthy,healthy_in_estrus
cow_12,Cross Breed,549,2.39,restless,in_estrus,1.63,0.12,0.4,1.02,-4.06,-2.84,39,unhealthy,unhealthy_in_estrus
cow_16,Cross Breed,197,1.21,restless,in_estrus,0.88,0.46,0.55,-0.26,-2.31,1.08,33,unhealthy,unhealthy_in_estrus
